Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2013-11-26,41.477,41.886,40.8,40.943,1309510
2013-11-27,40.587,41.877,40.587,41.823,459604
2013-11-28,41.432,42.01,41.432,41.833,583838
2013-11-29,42.01,42.67,41.851,42.634,1070144
2013-12-02,42.269,42.989,41.93,42.01,844239
2013-12-03,42.037,42.278,40.764,40.764,1111234
2013-12-04,40.764,41.192,40.346,40.783,1035080
2013-12-05,40.631,40.97,39.724,40.213,1418819
2013-12-06,41.209,41.342,39.455,40.426,1771453
2013-12-09,40.756,40.844,39.902,40.409,414485
2013-12-10,40.409,40.409,39.083,39.786,664865
2013-12-11,39.856,40.311,39.546,39.776,569394
2013-12-12,39.483,40.223,39.34,39.609,716747
2013-12-13,39.947,40.223,38.958,39.438,1166593
2013-12-16,39.429,39.438,38.557,38.985,1336762
2013-12-17,39.117,39.117,37.258,37.355,1230062
2013-12-18,37.632,38.042,36.261,36.76,1862758
2013-12-19,37.027,37.275,36.066,36.066,1302061
2013-12-20,36.092,36.76,35.62,36.047,2506371
2013-12-23,36.047,37.027,36.047,36.732,427163
2013-12-27,37.035,37.16,36.509,36.509,502319
2013-12-30,36.893,37.097,36.493,36.493,387225
2014-01-02,37.071,38.637,36.67,38.407,926291
2014-01-03,38.272,38.433,37.827,37.845,679888
2014-01-07,37.382,37.917,37.071,37.471,1578024
2014-01-08,37.471,37.774,37.213,37.382,1289284
2014-01-09,36.982,37.534,36.822,36.848,1560267
2014-01-10,36.67,37.561,36.075,37.561,2109192
2014-01-13,37.613,38.352,37.613,37.872,646456
2014-01-14,37.872,38.326,37.622,37.622,1565263
2014-01-15,38.264,38.317,37.561,37.561,1033416
2014-01-16,37.917,38.227,37.445,37.889,439800
2014-01-17,37.855,37.961,37.044,37.471,851531
2014-01-20,37.204,37.525,36.19,36.475,1257217
2014-01-21,36.661,37.204,36.448,36.448,648621
2014-01-22,36.929,36.929,35.692,36.012,2407972
2014-01-23,36.038,36.661,35.104,35.602,1358125
2014-01-24,35.647,36.075,34.694,34.694,1355479
2014-01-27,34.268,35.202,33.804,33.804,2025627
2014-01-28,34.268,34.615,33.84,34.268,1490476
2014-01-29,34.605,34.712,33.911,34.001,1697106
2014-01-30,34.001,34.418,33.377,34.356,1182097
2014-01-31,34.446,35.06,33.733,34.526,1584602
2014-02-03,34.615,35.113,34.311,34.535,1012912
2014-02-04,34.285,34.873,34.036,34.223,836158
2014-02-05,34.001,34.268,33.733,33.733,1316597
2014-02-06,33.822,35.424,33.751,35.415,1967981
2014-02-07,35.415,36.322,35.024,36.322,1629176
2014-02-10,36.279,37.116,35.958,36.716,885627
2014-02-11,36.804,37.658,36.564,37.561,1201088
2014-02-12,37.703,37.801,37.178,37.304,1089932
2014-02-13,37.304,37.329,36.635,36.883,561510
2014-02-14,37.08,37.133,36.056,36.234,855178
2014-02-17,36.67,37.09,36.493,36.893,406944
2014-02-18,36.937,37.641,36.937,37.258,871294
2014-02-19,37.471,37.996,36.706,37.435,684773
2014-02-20,37.204,37.649,37.027,37.204,829351
2014-02-21,37.561,38.656,37.258,38.407,1027456
2014-02-24,38.343,39.269,38.104,38.896,933970
2014-02-25,38.896,39.065,38.45,38.539,502688
2014-02-26,38.539,38.807,37.258,37.258,1383780
2014-02-27,37.382,37.613,36.67,37.116,588133
2014-02-28,37.204,39.163,37.204,38.896,1604248
2014-03-03,37.613,37.694,35.424,35.602,1465831
2014-03-04,36.537,37.169,36.137,36.493,1358784
2014-03-05,36.581,37.196,36.493,36.804,1054817
2014-03-06,37.071,37.275,36.493,36.635,565150
2014-03-07,36.68,37.169,36.234,36.234,362555
2014-03-10,36.226,36.599,35.229,35.229,537800
2014-03-11,35.602,36.261,35.504,35.674,743318
2014-03-12,35.736,36.564,35.389,36.109,854228
2014-03-13,36.109,37.143,35.692,35.692,1041659
2014-03-14,35.336,36.092,35.166,36.092,912754
2014-03-17,36.118,37.668,35.789,37.668,863484
2014-03-18,37.178,37.809,36.67,36.777,822346
2014-03-19,36.92,37.32,36.377,36.493,264532
2014-03-20,36.403,37.284,36.145,36.226,660975
2014-03-21,36.626,36.893,35.931,35.931,1630967
2014-03-24,35.931,36.199,35.602,36.128,308454
2014-03-25,36.128,36.804,36.102,36.377,451787
2014-03-26,36.493,37.605,36.493,37.471,726662
2014-03-27,37.382,37.712,37.097,37.097,1015894
2014-03-28,37.471,37.738,37.213,37.461,512232
2014-03-31,37.676,38.503,37.676,38.469,887464
2014-04-01,38.469,38.807,37.481,38.095,572910
2014-04-02,38.272,38.575,38.227,38.352,705669
2014-04-03,38.023,38.629,37.658,38.076,872454
2014-04-04,38.246,38.629,37.658,38.629,326199
2014-04-07,38.184,38.629,37.703,38.29,412686
2014-04-08,38.29,38.647,37.898,38.647,423870
2014-04-09,38.726,39.002,38.049,38.272,1071360
2014-04-10,38.709,39.609,38.584,39.609,1083800
2014-04-11,38.718,39.609,38.718,39.609,844151
2014-04-14,38.95,39.465,38.539,39.429,760743
2014-04-15,39.163,39.296,38.38,38.407,977002
2014-04-16,38.878,39.172,38.29,38.29,812741
2014-04-17,38.29,38.763,38.29,38.763,286089
2014-04-22,38.539,39.402,38.371,39.242,390743
2014-04-23,39.296,40.035,39.03,39.918,1020977
2014-04-24,39.609,41.112,39.599,40.587,1756393
2014-04-25,40.453,40.8,40.142,40.142,555550
2014-04-28,40.132,40.8,40.132,40.462,337004
2014-04-29,40.809,41.209,40.783,40.943,649385
2014-04-30,40.88,41.112,40.319,40.319,760891
2014-05-02,40.142,40.374,39.928,40.276,297760
2014-05-05,40.16,40.213,39.332,39.509,421643
2014-05-06,39.875,39.875,38.923,39.385,441760
2014-05-07,39.056,39.296,38.575,38.718,987459
2014-05-08,38.886,39.242,38.503,38.718,814756
2014-05-09,38.896,39.021,38.112,38.112,518246
2014-05-12,38.272,39.385,38.264,39.385,411674
2014-05-13,39.455,39.572,39.189,39.376,389414
2014-05-14,39.518,40.017,39.394,39.688,716356
2014-05-15,39.679,39.963,38.629,38.718,525128
2014-05-16,39.117,39.554,38.718,39.349,316708
2014-05-19,39.509,39.688,38.789,39.429,278534
2014-05-20,39.34,39.75,38.995,39.278,312459
2014-05-21,39.412,39.412,38.38,38.495,415592
2014-05-22,38.85,39.947,38.566,39.776,673793
2014-05-23,39.741,40.23,39.296,39.724,650139
2014-05-26,40.142,40.747,39.928,40.079,568638
2014-05-27,39.883,39.999,39.269,39.367,471837
2014-05-28,39.367,39.643,38.834,38.914,454286
2014-05-29,38.976,38.976,37.855,38.095,1148417
2014-05-30,38.095,38.433,37.542,37.542,1487445
2014-06-02,37.641,38.149,37.409,37.712,653634
2014-06-03,37.827,38.006,36.999,37.249,1181712
2014-06-04,37.249,37.694,37.044,37.355,1138037
2014-06-05,37.471,38.522,37.427,38.201,755702
2014-06-06,38.272,38.459,38.014,38.272,646213
2014-06-09,38.45,38.647,38.006,38.006,590841
2014-06-10,38.264,38.371,38.006,38.201,632788
2014-06-11,38.21,38.272,37.668,38.272,752822
2014-06-12,38.475,38.475,37.508,37.757,715250
2014-06-13,37.766,37.794,37.573,37.601,472226
2014-06-16,37.601,37.601,37.113,37.306,523696
2014-06-17,37.314,38.116,37.314,37.941,876036
2014-06-18,38.014,38.447,37.959,38.309,644591
2014-06-20,38.466,38.466,37.895,37.895,1324490
2014-06-23,37.895,38.678,37.757,38.365,463697
2014-06-24,38.678,38.862,38.447,38.852,394193
2014-06-25,38.623,38.862,38.034,38.631,899882
2014-06-26,38.724,38.733,37.527,37.646,633518
2014-06-27,37.683,38.328,37.434,37.711,378496
2014-06-30,37.941,38.071,37.343,37.757,406765
2014-07-01,37.757,37.886,37.434,37.646,168101
2014-07-02,37.757,38.162,36.615,36.744,833685
2014-07-03,36.983,37.057,36.016,36.744,910847
2014-07-04,37.02,37.121,36.781,37.02,351161
2014-07-07,37.103,37.757,37.103,37.757,273389
2014-07-08,37.84,38.567,37.84,38.411,531936
2014-07-09,38.402,38.595,37.461,38.051,565943
2014-07-10,38.171,38.291,37.066,37.38,1329785
2014-07-11,37.15,38.761,37.15,38.484,689695
2014-07-14,38.402,38.843,38.374,38.678,672898
2014-07-15,38.862,39.11,38.687,38.815,487725
2014-07-16,38.862,39.93,38.715,39.46,1346391
2014-07-17,39.258,39.645,38.88,39.313,769610
2014-07-18,39.065,39.525,38.724,39.313,469597
2014-07-21,39.34,39.387,38.503,39.387,269087
2014-07-22,39.387,39.672,38.935,39.672,525622
2014-07-23,38.402,38.862,37.26,37.37,3153226
2014-07-24,37.388,37.481,36.459,36.79,1207658
2014-07-25,36.928,37.02,35.298,35.805,1552273
2014-07-28,35.923,36.597,35.528,35.528,826854
2014-07-29,35.887,36.376,35.584,36.1,1073530
2014-07-30,36.182,36.339,34.902,35.408,953887
2014-07-31,35.095,35.62,34.074,34.074,1188047
2014-08-01,34.074,34.395,33.3,33.963,1741884
2014-08-04,34.331,35.151,34.074,34.074,1620964
2014-08-05,34.542,34.865,34.304,34.709,783830
2014-08-06,34.626,35.308,34.497,35.308,767413
2014-08-07,35.27,35.575,34.267,34.718,852529
2014-08-08,34.174,34.783,34.091,34.534,825446
2014-08-11,34.995,35.547,34.985,35.547,1573784
2014-08-12,35.592,36.044,35.179,35.648,868459
2014-08-13,35.648,36.145,35.344,35.916,1442532
2014-08-14,35.896,36.265,35.455,35.906,1058966
2014-08-18,36.237,36.533,35.455,36.145,666217
2014-08-19,36.191,36.339,35.492,36.007,651488
2014-08-20,35.916,36.523,35.813,36.468,602949
2014-08-21,36.513,36.633,36.292,36.449,313273
2014-08-22,36.468,36.55,36.154,36.237,484174
2014-08-25,36.265,36.836,36.265,36.717,318812
2014-08-26,36.523,37.481,36.523,37.481,1061511
2014-08-27,37.527,37.859,37.121,37.665,909243
2014-08-28,37.628,37.683,36.035,36.569,1062432
2014-08-29,36.421,36.734,35.896,36.311,1057196
2014-09-01,36.311,36.881,36.311,36.881,264658
2014-09-02,36.928,37.297,36.689,36.799,421262
2014-09-03,37.093,38.218,36.974,38.098,1220344
2014-09-04,37.757,37.932,37.075,37.158,914993
2014-09-05,37.195,37.591,36.946,37.49,635851
2014-09-08,37.748,38.245,37.554,38.171,1213881
2014-09-09,38.125,38.125,37.775,38.116,560512
2014-09-10,37.812,38.198,37.812,38.153,1022309
2014-09-11,37.941,38.264,37.417,37.434,1223241
2014-09-12,37.425,38.245,37.314,37.461,446038
2014-09-15,37.306,37.655,37.232,37.232,409210
2014-09-16,37.297,38.171,36.937,37.969,821933
2014-09-17,38.034,38.374,37.867,38.014,452507
2014-09-18,38.006,38.955,37.95,38.955,760130
2014-09-19,38.955,40.271,38.77,40.151,2088475
2014-09-22,39.682,39.967,39.525,39.599,457811
2014-09-23,39.525,39.609,38.631,38.733,508043
2014-09-24,38.825,39.35,38.337,38.447,487918
2014-09-25,38.678,38.955,38.088,38.337,662835
2014-09-26,38.245,38.447,37.941,38.3,461296
2014-09-29,38.319,38.955,37.748,38.098,666512
2014-09-30,38.218,38.374,37.638,37.987,1104913
2014-10-01,38.088,38.125,37.167,37.454,676352
2014-10-02,37.306,37.803,36.744,37.757,667903
2014-10-03,37.941,38.3,37.757,37.959,575655
2014-10-06,38.171,38.429,37.959,38.309,450970
2014-10-07,37.941,38.346,37.591,38.088,474683
2014-10-08,37.618,38.079,37.481,37.794,828859
2014-10-09,38.355,39.34,37.922,39.129,1544427
2014-10-10,38.678,39.028,38.19,38.19,1103789
2014-10-13,38.337,38.678,38.218,38.623,482081
2014-10-14,38.402,39.019,38.235,38.815,1154323
2014-10-15,39.028,39.028,38.337,38.668,937436
2014-10-16,38.539,38.825,38.079,38.319,1019754
2014-10-17,38.419,38.935,38.346,38.346,947331
2014-10-20,38.586,38.641,37.849,37.849,573697
2014-10-21,37.812,38.475,37.766,38.218,1127123
2014-10-22,38.872,39.092,38.355,38.65,524018
2014-10-23,38.586,39.507,38.328,38.733,1135026
2014-10-24,38.678,39.102,38.255,38.328,525095
2014-10-27,38.402,38.992,38.309,38.346,526520
2014-10-28,38.567,38.77,38.282,38.678,287018
2014-10-29,38.678,38.926,38.107,38.3,403369
2014-10-30,38.218,38.475,37.95,38.402,1186808
2014-10-31,38.668,38.788,38.282,38.613,688306
2014-11-03,38.447,38.955,38.447,38.678,617343
2014-11-04,38.678,38.889,38.567,38.668,844769
2014-11-05,38.678,39.405,38.65,39.046,1387765
2014-11-06,38.908,39.267,38.751,39.221,1041802
2014-11-07,39.139,39.663,39.119,39.507,1031668
2014-11-10,39.34,40.4,39.34,40.4,524482
2014-11-12,39.746,40.888,39.746,40.888,1237646
2014-11-13,40.888,42.178,40.833,41.441,1536621
2014-11-14,41.441,41.874,40.99,41.854,810704
2014-11-17,41.882,42.426,41.008,41.266,965850
2014-11-18,41.266,41.652,41.21,41.524,602252
2014-11-19,41.67,41.689,40.851,41.229,605670
2014-11-20,41.229,41.625,40.861,40.861,704050
2014-11-21,40.878,42.343,40.878,42.038,1755974
2014-11-24,41.634,41.947,40.326,40.841,752831
2014-11-25,40.906,40.925,40.243,40.243,1067342
2014-11-26,40.427,41.441,40.316,41.441,995669
2014-11-27,41.404,41.652,41.33,41.605,625153
2014-11-28,41.634,42.038,41.532,41.597,1010335
2014-12-01,41.441,42.325,41.431,41.993,588966
2014-12-02,42.325,43.439,42.222,43.411,987424
2014-12-03,43.439,44.001,43.319,43.696,1026367
2014-12-04,43.633,45.529,43.633,44.231,2555840
2014-12-05,44.231,45.308,44.231,45.17,1326542
2014-12-08,45.391,45.796,44.931,45.585,1140424
2014-12-09,45.354,45.492,43.844,44.268,1417247
2014-12-10,44.249,44.958,43.466,43.559,1085247
2014-12-11,43.65,44.848,43.576,44.571,951848
2014-12-12,44.664,45.014,44.221,44.654,785338
2014-12-15,44.37,44.554,43.853,44.203,1125693
2014-12-16,43.834,44.074,41.569,42.72,1809834
2014-12-17,42.407,44.037,42.269,43.439,1016665
2014-12-18,44.111,45.032,43.669,45.032,908350
2014-12-19,45.032,45.142,44.305,44.94,1752011
2014-12-22,44.747,45.124,44.507,45.124,482829
2014-12-23,44.755,45.281,44.534,44.664,396955
2014-12-29,44.848,45.253,44.424,44.664,906263
2014-12-30,44.387,45.188,43.753,45.05,917715
2015-01-02,45.05,45.114,44.305,44.71,412106
2015-01-05,44.48,44.875,43.604,43.973,935733
2015-01-07,43.76,46.359,43.76,45.99,2480723
2015-01-08,46.045,47.242,45.751,47.242,984983
2015-01-09,47.057,47.786,46.597,47.214,1047623
2015-01-12,46.993,47.399,46.322,47.381,454134
2015-01-13,47.242,47.841,47.233,47.841,997325
2015-01-14,47.794,47.794,46.543,47.15,1256657
2015-01-15,47.693,47.786,45.327,45.465,1466546
2015-01-16,45.585,46.68,44.858,46.469,1149249
2015-01-19,46.469,46.745,45.354,46.396,805995
2015-01-20,46.635,48.007,46.404,46.966,842405
2015-01-21,47.205,48.808,47.196,48.808,1195463
2015-01-22,48.808,49.627,48.504,48.541,808577
2015-01-23,47.841,49.139,47.426,49.093,1264814
2015-01-26,48.9,48.9,47.897,48.255,668103
2015-01-27,48.301,49.959,48.301,49.683,1490721
2015-01-28,49.729,49.729,48.614,48.614,852304
2015-01-29,48.485,50.88,48.485,50.833,1489007
2015-01-30,50.649,51.423,49.738,50.512,1348757
2015-02-02,50.29,51.469,48.541,48.614,1486400
2015-02-03,48.89,50.189,48.651,50.189,1383369
2015-02-04,50.189,50.88,49.848,50.585,1114336
2015-02-05,50.079,51.091,49.729,50.096,1901729
2015-02-06,49.867,51.009,49.867,51.009,1152447
2015-02-09,50.824,50.824,50.216,50.649,840915
2015-02-10,50.594,51.017,50.263,50.686,853540
2015-02-11,50.649,50.898,49.746,50.023,1085915
2015-02-12,51.515,51.57,50.42,51.515,1116942
2015-02-13,51.386,52.031,51.12,51.929,1561069
2015-02-16,51.837,52.021,51.717,51.985,1076846
2015-02-17,51.975,52.205,51.791,52.031,756525
2015-02-18,52.215,52.215,51.027,51.027,1277203
2015-02-19,51.157,51.331,49.913,50.052,1275949
2015-02-20,50.005,50.649,49.775,50.649,675346
2015-02-23,50.696,52.086,50.696,52.031,1711058
2015-02-24,51.801,52.077,51.598,51.938,1243414
2015-02-25,51.754,52.003,51.036,51.294,2053249
2015-02-26,51.165,51.341,50.796,50.973,534880
2015-02-27,50.732,50.973,49.83,50.29,891262
2015-03-02,50.363,51.11,49.913,51.11,1224197
2015-03-03,50.796,51.276,50.143,50.391,1993718
2015-03-04,50.557,51.11,49.572,50.216,833903
2015-03-05,50.272,51.184,50.272,51.017,971198
2015-03-06,50.742,51.478,50.594,51.478,709552
2015-03-09,52.481,52.481,51.064,52.031,1017567
2015-03-10,51.781,51.929,50.759,50.889,933338
2015-03-11,50.677,51,49.562,49.903,1023768
2015-03-12,49.922,50.465,49.609,49.746,1975118
2015-03-13,49.646,49.83,48.301,48.531,1045447
2015-03-16,48.384,49.545,48.384,48.808,679968
2015-03-17,48.808,50.502,48.808,50.199,1871530
2015-03-18,50.199,51.801,50.189,51.57,2070956
2015-03-19,51.57,52.187,51.312,51.985,1874721
2015-03-20,51.966,52.491,51.874,52.491,2792341
2015-03-23,52.547,52.602,52.049,52.491,463641
2015-03-24,52.261,52.952,52.261,52.952,1678355
2015-03-25,52.952,54.416,52.952,54.416,895144
2015-03-26,53.974,53.974,52.971,53.412,1134632
2015-03-27,53.412,54.609,53.145,53.523,896734
2015-03-30,53.559,54.876,53.559,54.38,767679
2015-03-31,54.223,54.609,54.011,54.564,896782
2015-04-01,53.965,54.867,53.965,54.011,676173
2015-04-02,54.186,55.622,54.056,55.577,672816
2015-04-07,55.577,57.372,55.392,56.405,1169089
2015-04-08,56.368,57.962,56.341,56.635,1341073
2015-04-09,56.589,58.422,56.589,58.302,1304454
2015-04-10,58.477,58.891,57.593,58.016,911418
2015-04-13,57.787,58.146,57.62,58.109,725093
2015-04-14,57.86,58.707,57.86,58.707,1180225
2015-04-15,58.698,59.665,57.003,57.851,1258173
2015-04-16,57.75,57.824,55.668,56.368,1822322
2015-04-17,56.12,57.068,55.254,55.254,1793782
2015-04-20,56.073,57.787,55.622,57.426,1835866
2015-04-21,58.016,58.477,57.363,58.477,1462788
2015-04-22,58.422,60.301,58.339,60.181,1757599
2015-04-23,60.495,61.01,58.8,59.877,1762917
2015-04-24,59.95,61.856,59.767,61.239,1733010
2015-04-27,61.259,64.335,61.239,63.818,2044086
2015-04-28,63.855,64.555,63.108,64.233,1845085
2015-04-29,64.233,64.482,62.04,62.253,1360731
2015-04-30,62.151,63.882,61.526,63.064,1683007
2015-05-04,63.45,64.462,63.45,64.27,1067843
2015-05-05,64.104,64.325,62.501,62.585,1515200
2015-05-06,62.585,63.081,60.338,60.779,2033938
2015-05-07,60.77,61.286,59.517,61.148,1699550
2015-05-08,60.871,63.101,60.826,62.621,1575727
2015-05-11,62.621,64.408,62.124,64.278,1671446
2015-05-12,64.278,64.445,62.917,64.278,1297241
2015-05-13,64.15,65.079,63.183,63.919,1948920
2015-05-14,63.892,64.178,61.93,62.096,1006980
2015-05-15,62.16,63.45,62.16,63.035,698124
2015-05-18,63.367,64.445,63.146,64.094,783428
2015-05-19,64.186,67.456,64.141,67.456,1957740
2015-05-20,66.912,67.862,66.24,67.685,1341713
2015-05-21,67.658,67.732,66.452,66.764,590942
2015-05-22,66.525,66.6,64.997,66.351,808013
2015-05-25,65.779,66.304,64.306,64.923,512075
2015-05-26,64.646,65.918,64.573,65.89,647858
2015-05-27,65.66,67.133,65.476,67.133,1046347
2015-05-28,67.023,67.474,66.443,66.948,698016
2015-05-29,66.885,67.456,65.062,65.062,2262339
2015-06-01,65.062,66.764,65.062,65.329,1014485
2015-06-02,65.567,66.12,64.371,65.356,1311645
2015-06-03,65.844,66.103,65.236,65.383,2166629
2015-06-05,65.383,65.457,64.573,64.619,2292712
2015-06-08,64.675,65.199,63.541,63.892,818436
2015-06-09,63.725,64.233,63.644,63.818,746485
2015-06-10,63.818,64.076,62.344,62.621,1257813
2015-06-11,62.99,64.343,62.971,63.938,897320
2015-06-12,63.845,64.278,63.192,63.357,485771
2015-06-15,63.735,65.094,63.216,63.896,701413
2015-06-16,63.613,65.009,63.452,64.49,722610
2015-06-17,64.31,64.99,63.518,63.83,1296084
2015-06-18,63.688,66.377,63.311,66.188,720056
2015-06-19,65.802,67.887,65.802,66.566,2176867
2015-06-22,66.944,68.802,66.896,68.472,801811
2015-06-23,68.679,69.727,68.349,68.349,723546
2015-06-24,68.452,68.953,68,68.406,741455
2015-06-25,68.122,69.16,68.028,68.066,1385642
2015-06-26,68.122,69.548,68.122,68.878,1015422
2015-06-29,66.047,69.019,65.764,67.934,647077
2015-06-30,67.943,69.982,67.943,69.66,1771184
2015-07-01,69.66,69.66,66.613,66.613,1197316
2015-07-02,66.99,67.519,66.113,67.131,1021415
2015-07-03,67.131,67.207,66.518,66.944,344040
2015-07-06,66.245,67.792,66.245,67.377,680307
2015-07-07,67.283,68.981,67.019,67.075,1429301
2015-07-08,67.038,69.51,67.038,67.821,1864674
2015-07-09,68.028,69.255,67.604,67.934,1205118
2015-07-10,68.878,68.878,68.179,68.698,595736
2015-07-13,68.878,69.283,68.5,68.953,347198
2015-07-14,68.953,70.151,68.878,69.622,1300417
2015-07-15,69.783,69.821,68.736,69.255,803297
2015-07-16,69.415,69.632,68.727,68.878,1582650
2015-07-17,68.962,69.236,68.452,68.641,1873527
2015-07-20,68.887,71.802,68.887,71.094,1628050
2015-07-21,71.708,74.699,71.528,74.454,2218810
2015-07-22,74.538,75.057,72.849,74.162,2893556
2015-07-23,69.821,71.991,68.575,70.764,3690238
2015-07-24,70.764,73.482,70.33,72.765,2036746
2015-07-27,73.539,73.916,71.991,72.18,1435873
2015-07-28,71.896,72.803,70.585,70.718,1913469
2015-07-29,70.953,72.652,70.387,72.557,1444759
2015-07-30,72.557,72.652,71.236,71.236,1834639
2015-07-31,71.708,72.397,70.416,71.84,2430124
2015-08-03,71.18,72.652,70.764,71.52,1105256
2015-08-04,71.086,72.661,70.915,72.652,1305302
2015-08-05,72.708,75.246,72.708,74.718,2286294
2015-08-06,74.067,77.803,74.067,77.52,1833171
2015-08-07,77.275,78.766,76.567,78.407,1562063
2015-08-10,78.416,78.927,77.869,78.36,826253
2015-08-11,78.312,80.19,77.982,79.983,1288505
2015-08-12,79.916,79.936,78.37,78.388,1463258
2015-08-13,78.671,79.237,75.954,76.426,2079372
2015-08-14,76.85,77.634,74.926,75.284,1467750
2015-08-17,75.294,77.606,75.133,76.661,1455121
2015-08-18,76.142,77.803,76.142,77.049,1553923
2015-08-19,76.898,78.766,76.426,78.69,1264637
2015-08-20,78.596,81.03,78.105,80.435,2235181
2015-08-21,79.728,80.407,79.256,79.256,1809315
2015-08-24,77.369,77.634,72.935,74.208,2658630
2015-08-25,74.256,75.7,72.548,73.322,2009142
2015-08-26,72.473,73.878,71.802,73.171,1479043
2015-08-27,74.349,74.586,67,71.236,1920972
2015-08-28,71.614,71.679,67.462,68.339,3734780
2015-08-31,68.339,69.66,67.32,69.66,3207650
2015-09-01,68.82,69.085,66.99,67.453,1727308
2015-09-02,67.754,68.311,66.094,66.188,2307154
2015-09-03,66.886,67.264,65.339,66.613,1387531
2015-09-04,66.613,69.576,66.245,69.359,2007861
2015-09-07,69.831,70.151,67.811,68.613,692776
2015-09-08,68.878,70,66.16,66.349,1650840
2015-09-09,67.726,68.217,65.971,67.274,1398977
2015-09-10,66.906,68.349,66.783,68.349,997308
2015-09-11,68.359,68.878,67.33,67.972,851007
2015-09-14,67.651,68.878,67.651,68.878,520196
2015-09-15,68.802,68.868,67.726,67.726,875358
2015-09-16,68.019,68.019,64.821,66.141,1672993
2015-09-17,66.047,68.094,66.028,66.924,1814267
2015-09-18,67.462,67.557,66.443,66.99,2122107
2015-09-21,66.547,68.019,64.915,67.981,1671012
2015-09-22,67.934,68.406,65.151,65.151,2064634
2015-09-23,65.104,65.104,62.141,64.632,2425428
2015-09-24,64.264,64.377,61.489,63.075,1841221
2015-09-25,63.075,64.367,62.603,62.603,741012
2015-09-28,62.49,63.009,61.632,62.273,716014
2015-09-29,61.612,63.367,61.141,62.509,1875275
2015-09-30,62.726,62.839,61.65,62.462,2024881
2015-10-01,62.744,62.923,61.452,62.641,1456060
2015-10-02,62.368,64.66,62.169,62.981,1569462
2015-10-05,63.783,64.198,62.999,64.16,2103626
2015-10-06,64.302,64.302,63.046,63.848,1157588
2015-10-07,63.688,63.688,60.989,62.376,2941416
2015-10-08,61.914,62.462,60.537,60.858,1275788
2015-10-09,60.848,61.32,58.98,61.141,2652540
2015-10-12,61.518,62.065,60.084,60.886,1341436
2015-10-13,60.197,60.886,58.055,58.564,2623045
2015-10-14,58.31,60.036,58.31,59.442,1456978
2015-10-15,60.008,61.905,59.782,61.895,2019723
2015-10-16,62.65,62.65,60.858,60.858,853309
2015-10-19,61.282,61.329,59.744,61.093,924614
2015-10-20,61.254,62.037,60.971,61.141,1240405
2015-10-21,61.329,61.688,59.546,59.754,745930
2015-10-22,59.348,59.631,57.951,59.254,1805746
2015-10-23,59.348,60.763,58.593,60.386,1151444
2015-10-26,60.056,61.895,59.82,61.084,1186954
2015-10-27,60.848,61.669,60.442,61.216,700473
2015-10-28,60.961,61.216,59.509,60.329,2535653
2015-10-29,60.15,60.159,59.254,59.546,922672
2015-10-30,59.404,59.726,58.924,59.225,1321787
2015-11-02,59.235,60.084,58.97,59.914,774540
2015-11-03,59.923,60.329,59.225,59.442,1031916
2015-11-04,59.48,61.216,59.254,60.197,2368007
2015-11-05,60.49,61.084,60.291,60.404,1695179
2015-11-06,60.404,61.047,59.971,60.357,1552887
2015-11-09,60.584,61.471,60.433,61.31,1179669
2015-11-10,61.452,63.405,61.234,62.462,2593488
2015-11-12,63.207,63.669,61.66,62.131,2184374
2015-11-13,61.895,62.368,60.433,60.848,1791369
2015-11-16,60.386,62.953,60.348,62.518,867965
2015-11-17,63.273,64.481,61.895,62.159,1284337
2015-11-18,61.877,65.028,61.612,64.924,1549944
2015-11-19,65.386,66.208,63.971,64.801,1604932
2015-11-20,64.443,65.452,64.443,65,523352
2015-11-23,65.113,65.802,64.131,64.943,939963
2015-11-24,65.028,65.434,64.16,65.368,1027766
2015-11-25,65.5,65.679,64.443,64.981,1851751
2015-11-26,65.094,65.896,64.773,65.575,723239
2015-11-27,65.575,65.641,63.801,64.632,1148435
2015-11-30,64.632,64.99,63.028,64.093,2772996
2015-12-01,64.584,65.283,63.528,63.688,1236270
2015-12-02,64.113,64.179,62.217,62.792,1197917
2015-12-03,62.886,64.009,61.829,62.217,1171521
2015-12-04,61.612,62.585,59.206,62.547,2275408
2015-12-07,62.744,64.632,62.339,62.801,760178
2015-12-08,63.311,63.971,61.754,61.895,1975462
2015-12-09,62.207,62.603,59.98,59.98,1602350
2015-12-10,60.008,60.659,58.687,59.537,1174223
2015-12-11,59.914,61.047,58.99,59.716,1785935
2015-12-14,59.726,60.649,59.499,59.914,1154229
2015-12-15,60.216,60.621,59.82,60.15,897550
2015-12-16,60.386,60.848,59.726,60.15,1089539
2015-12-17,60.348,62.744,60.178,62.263,1135533
2015-12-18,61.801,62.33,60.744,60.838,2394309
2015-12-21,60.858,62.547,60.669,62.273,792875
2015-12-22,62.414,64.396,61.895,63.66,1162244
2015-12-23,64.16,64.773,63.056,63.566,583093
2015-12-28,63.226,64.867,63.216,63.999,250652
2015-12-29,64.632,65.943,64.302,64.377,671844
2015-12-30,64.386,65.301,63.971,64.018,722636
2016-01-04,62.273,62.858,60.904,61.282,1056259
2016-01-05,61.707,62.348,60.48,61.027,959618
2016-01-07,60.348,63.613,59.933,61.093,1637233
2016-01-08,61.348,61.574,59.178,59.631,905420
